case,mode,case_group,input_samples,input_peak,input_rms,input_crest,input_channel_delta_max,output_samples,output_peak,output_rms,output_crest,output_channel_delta_max,residual_rms,decode_action_ratio,gain_curve_mean_db,gain_curve_std_db,gain_curve_diff_std_db,gain_curve_diff_p95_db,input_level_span_db,gain_vs_input_slope,gain_vs_input_r2,mse,mae,max_abs_error,correlation,freq_response_delta_db,freq_delta_low_db,freq_delta_mid_db,freq_delta_high_db,transient_delta,overshoot_delta,undershoot_delta,channel_deviation_rms,soft_clip_dependency,reference_samples_used,mse_vs_reference,mae_vs_reference,max_abs_error_vs_reference,correlation_vs_reference,null_residual_rms_vs_reference,freq_response_delta_db_vs_reference,transient_delta_vs_reference,mse_vs_source,mae_vs_source,correlation_vs_source,freq_response_delta_db_vs_source,input_clip_l,input_clip_r,output_clip_l,output_clip_r,reference_available,source_available,reference_source_type,reference_trust_level,reference_license,reference_origin,reference_notes,cassette_priority,case_category,matrix_frequency_hz,matrix_level_db
stereo_different,decode,sanity,88200,0.2511870497241493,0.14048546755147887,1.7879931220081924,0.3760260843762598,88200,0.1910430385847536,0.10524291725968297,1.8152579152985853,0.2791153542376569,0.051979509791963696,0.36999919420787464,-2.712281159173798,0.3773785300617726,0.13520188165833186,0.021672803084873293,6.050471442200985,0.2776039433108422,0.00040121750355248675,0.0027018694382128497,0.0454432267096307,0.23675978897031918,0.9506316605123651,35.44906028866974,16.46706626387701,19.55468088702851,33.42221185896492,0.034743233835011295,0.21918490277616037,0.23675978897031918,0.14883626007178366,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,False,sanity,,
bass_heavy,decode,music_like,88200,0.8069345244737187,0.4249639062031963,1.898830730551228,0.0,88200,0.9888911551379782,0.56468721168121,1.751219320504551,0.0,0.1656699014689585,0.3898446410405111,2.4775695410482537,0.31781786738283674,0.224476597843515,0.21479898754945437,2.0776678871773555,-0.09279096297890162,0.035703323844558876,0.027446516252734414,0.14856497812912814,0.505663121244663,0.9836952419912949,52.26556642959811,25.209174278489268,56.80788793551298,47.32081658356784,0.02051833087103093,0.3196424337545884,0.505663121244663,0.0,1.221086598690438,0,,,,,,,,,,,,False,False,True,True,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,music_like,,
treble_heavy,decode,music_like,88200,0.6446828087685297,0.3328551138965201,1.936827111416868,0.0,88200,0.6583822079801714,0.35485332555144,1.8553643451334416,0.0,0.08237579121114555,0.24748242635309187,0.5587659514957459,0.04437672335820759,0.044247520072424655,0.0021426599376940247,0.0145946657602547,-1.243769284663948,0.011427409553137369,0.0067857709776622446,0.07205035726106503,0.5310126849933224,0.9733231905068421,50.09832719457384,68.41341376793144,46.812955101157186,36.58588057675011,0.4438012939185706,0.5310126849933224,0.47940149267382864,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,music_like,,
clipped_input,decode,edge,88200,1.0,0.7604217414988232,1.3150597167684317,0.0,88200,1.0,0.8647612503147188,1.1563885403469023,0.0,0.32550045460515975,0.4280525356410571,1.1185071428253386,0.0304081133106577,0.029850290663014253,0.025584307096002474,0.08899814772913972,-0.15742202700987545,0.0142769386910776,0.10595054594816566,0.2315932204538942,0.9445514768922264,0.9277227377875945,10.13702267066856,13.87112455228003,9.602000835204839,10.118309496544773,0.49744746255991285,0.7648265768293239,0.9445514768922264,0.0,2.4335671267420915,0,,,,,,,,,,,,False,False,True,True,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,False,edge,,
too_quiet,decode,edge,88200,0.00794323195866281,0.00561674881261479,1.4142045912437666,0.0,88200,0.0004974480735644746,0.0003386925687759309,1.468730404573983,0.0,0.005294044850579219,0.9425461289437046,-24.401560463305493,0.3336024166839541,0.07552845043514689,0.03246395440163229,0.0586579451755469,-0.1949798690915386,0.00014686639267691426,2.8026910879944353e-05,0.004766304005326457,0.007614136371893074,0.9555725692212195,22.2787388413318,15.75330554186097,16.666771822101957,15.590540470998521,0.0010986775167558158,0.007606385761094715,0.007614136371893074,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,False,edge,,
too_hot,decode,edge,88200,1.0,0.7416095793195147,1.3484183968033139,0.0,88200,1.0,0.8656682035598922,1.1551770018671061,0.0,0.3050755423945067,0.4113694737795021,1.3467330643836517,0.054411621310598436,0.0539757801187895,0.025186433024959074,0.05781716879143417,-0.42388448111160404,0.024265148316158558,0.09307108656730244,0.2096664950020629,0.8666514213628902,0.93950000019269,30.922701167895614,17.245151792715024,22.393242782326386,31.44441272832859,0.15162392463545726,0.6735964981425113,0.8666514213628902,0.0,2.4351663575354223,0,,,,,,,,,,,,False,False,True,True,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,False,edge,,
dc_rumble,decode,edge,88200,0.3499248868032556,0.15763882770434445,2.219788689748115,0.0,88200,0.08974372044836473,0.045490061069897274,1.972820399393836,0.0,0.13247457608312907,0.8403676810613464,-9.8098395965296,3.229603837856883,2.2872226318040862,4.42830475499739,8.331786581871777,-1.0266759129588297,0.9369007434827958,0.01754951330840475,0.10823975014994328,0.28092177456620593,0.759219692860512,36.8386398693644,6.899463171798533,19.11977359351218,32.98538230866875,0.006557039715223272,0.12038342130713026,0.28092177456620593,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,False,edge,,
music_like,decode,music_like,88200,0.41155968939246834,0.17337003440725723,2.373880185232521,0.0,88200,0.3722235906081638,0.14352468611537733,2.593446470309218,0.0,0.04058763002694183,0.23410983429580978,-2.016969091721096,1.056114555791585,0.1970467992502654,0.19967318000494055,5.105488415348301,0.5546794904011374,0.673472332517665,0.0016473557112039103,0.03305611861924791,0.2261213612616529,0.9847976888902408,46.527342572853,2.881401739578644,38.38641097090794,43.21342870587262,0.020575208975365848,0.15415696379488206,0.2261213612616529,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,music_like,,
hf_burst_train,decode,dynamic,88200,0.31606529331376754,0.15811388300841886,1.998972432401388,0.0,88200,0.34210379771063676,0.16852911441943413,2.0299388559012486,0.0,0.020260978489617328,0.12814167930173798,34.4800683740426,66.86249873140918,88.72800136151328,168.17024111907145,226.9902472365705,-0.7392773425931891,0.997828639719486,0.000410507249356736,0.012469469576209159,0.2953028137749436,0.9943327100880858,4.40407943756744,9.256828012932584,6.42481877973509,2.468885776859498,0.36752531041555553,0.27782062428477133,0.2953028137749436,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,dynamic,,
bass_plus_hf,decode,music_like,88200,1.0,0.3851788676027142,2.5961964274515497,0.0,88200,1.0,0.5861114357800178,1.706160192334696,0.0,0.25626799412266243,0.6653220508114309,3.646475143571142,0.11638824601824567,0.1641216417135891,0.2780654519674715,1.4087436640604345,0.1493788567062788,0.3097401573037315,0.06567328481165294,0.2176494009875047,0.6023708736976456,0.9441546679997175,22.361216517900573,23.275034253130855,27.28795172982329,22.623547166256316,0.30385947566987737,0.6023708736976456,0.5388518717935296,0.0,1.707868546118203,0,,,,,,,,,,,,False,False,True,True,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,music_like,,
transient_train,decode,dynamic,88200,0.8,0.04261610220506534,18.772247075775788,0.0,88200,0.4119631652475074,0.02155573946269066,19.11153017786961,0.0,0.02444867534013218,0.5736957177004849,91.90869468702455,93.00057310530043,126.67064076785837,193.0918031267095,215.92256087833917,-0.8625565599580373,0.9981880462387542,0.0005977377258871873,0.0033558653819903425,0.7334865158696476,0.9172507992231836,8.86367781926186,4.216725475554118,7.008138579085828,9.199680126753037,0.5647701819689686,0.5497372889258819,0.7334865158696476,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,dynamic,,
fast_level_switches,decode,dynamic,88200,0.5011586201290824,0.18306129608115512,2.7376547137900067,0.0,88200,0.5962438177292052,0.19962537743285771,2.986813727777405,0.0,0.0770025211936422,0.4206379111371815,-1.5063421625540956,3.722638652358428,0.8267267105655163,1.6226344255063143,24.036993362973078,0.21592926393362982,0.21406945483224726,0.005929388270177317,0.051275172597862045,0.24300033569385027,0.9226266016822147,7.686882841028566,5.466030978917061,6.944087016121707,7.830292363544099,0.05079635189698838,0.2369445941441465,0.24300033569385027,0.0,0.0,0,,,,,,,,,,,,False,False,False,False,False,False,synthetic,approximate,CC0-1.0,OpenCompanderX synthetic harness,Generated in harness; synthetic approximative signal case.,True,dynamic,,
